compound_id	smiles	score_kcal_mol
101975936	CN(CCNC1=C2C=CC=CC2=NC(O)=C1)C1=CC=CC=N1	-5.043
101975968	COC(C)C1=NC(Cl)=CC(NCCN(C)C2=CC=CC=N2)=N1	-5.805
101976000	CC1=C(C)C2=NN=CN2N=C1NCCN(C)C1=CC=CC=N1	-5.563
101976032	CC(C)C1=CC=C(NCCN(C)C2=CC=CC=N2)N=C1C#N	-4.932
101976064	CN(CCNC1=CC=C(Br)C(S(N)(=O)=O)=N1)C1=CC=CC=N1	-5.819
101976096	CN(CCNC1=CC=C(C2CC2)C=C1C#N)C1=CC=CC=N1	-4.687
101976128	CNS(=O)(=O)C1=CC=C(NCCN(C)C2=CC=CC=N2)N=C1	-6.047
101976160	C=CC1=CC=C([N+](=O)[O-])C(NCCN(C)C2=CC=CC=N2)=C1	-5.440
101976192	CN(CCNC1=NC(N2CCOCC2)=NS1)C1=CC=CC=N1	-5.515
101976352	COC(=O)C1=CC=C2C(=C1)N=CN=C2N(C)CC(CO)CO	-5.874
101976384	CN(CC(CO)CO)C1=C2C=C(Cl)C=CC2=NC(C(F)F)=C1	-5.540
101976416	COC1=CC2=C(N(C)CC(CO)CO)N=C(Cl)C=C2C=C1F	-5.551
101976448	CCC1=CC2=CC=C(Br)C(C)=C2N=C1N(C)CC(CO)CO	-6.064
101976480	COC1=CC=C2C(N(C)CC(CO)CO)=NC(Cl)=NC2=C1F	-5.642
101976512	CN(CC(CO)CO)C1=C2C(Br)=NNC2=NC(C(F)(F)F)=N1	-5.915
101976544	O=[N+]([O-])C1=CC=CN=C1N1CCCC2C3=C(CCC21)NC=N3	-7.123
101976576	N#CC1=CC=NC(N2CCCC3C4=C(CCC32)NC=N4)=C1Cl	-6.406
101976608	C1=CN2C(=N1)C=CN=C2N1CCCC2C3=C(CCC21)NC=N3	-6.217
101976640	N#CC1=C(N2CCCC3C4=C(CCC32)NC=N4)N=CC=C1Br	-5.933
101976672	N#CC1=NC(Cl)=CC(N2CCCC3C4=C(CCC32)NC=N4)=N1	-6.484
101976704	CC1=NN=C(NCCN2C=C(C3CC3)N=N2)C2=CC=CC=C21	-6.145
101976736	CC1=NC(NCCN2C=C(C3CC3)N=N2)=C2C=NN(C)C2=N1	-5.755
101976768	C1=CN(C2=NC=NC(NCCN3C=C(C4CC4)N=N3)=C2)C=N1	-6.059
101976800	CCC1=NC(NCCN2C=C(C3CC3)N=N2)=C2C=CSC2=N1	-5.703
101976832	FC1=CC=CC2=C(NCCN3C=C(C4CC4)N=N3)C=CN=C12	-6.229
101976864	NC1=CC=CC2=C(NCCN3C=C(C4CC4)N=N3)N=CC=C12	-6.387
101976896	CNS(=O)(=O)C1=CC=CC=C1NCCN1C=C(C2CC2)N=N1	-5.382
101976928	CC1=NC2=NC(C)=NN2C(NCCN2C=C(C3CC3)N=N2)=C1	-6.150
101976960	ClC1=NC(NCCN2C=C(C3CC3)N=N2)=CC(NC2CC2)=N1	-5.828
101976992	OC1=CC=CC2=CC=C(NCCN3C=C(C4CC4)N=N3)N=C12	-6.223
101977024	O=C1C=C(NCCN2C=C(C3CC3)N=N2)C2=CC=CC=C2O1	-6.225
101977056	CN1C=C(I)C2=C(NCCN3C=C(C4CC4)N=N3)N=CN=C21	-5.696
101977088	FC1=CC=CC2=NC(NCCN3C=C(C4CC4)N=N3)=CN=C12	-6.232
101977120	C1=CC(C2=COC=C2)=NC(NCCN2C=C(C3CC3)N=N2)=N1	-6.124
101977152	NC1=NC(NCCN2C=C(C3CC3)N=N2)=NC=C1C(F)(F)F	-6.208
101977184	CN1C=CC2=C(NCCN3C=C(C4CC4)N=N3)N=C(Cl)N=C21	-5.607
101977216	NC1=CC=CC2=C(NCCN3C=C(C4CC4)N=N3)C=CN=C12	-5.628
101977248	CCN1N=CC2=NC=NC(NCCN3C=C(C4CC4)N=N3)=C21	-5.738
101977280	CCOC(=O)C1=CN=NC(NCCN2C=C(C3CC3)N=N2)=C1	-5.518
101977312	C1=NC(NCCN2C=C(C3CC3)N=N2)=CC(C2CCCO2)=C1	-5.807
101977344	O=[N+]([O-])C1=CC(Br)=C(NCCN2C=C(C3CC3)N=N2)C=C1O	-5.755
101977376	CC1=CC(C#N)=C(NCCN2C=C(C3CC3)N=N2)C=C1C#N	-5.305
101977408	CC1=CC(Br)=CC(NCCN2C=C(C3CC3)N=N2)=C1[N+](=O)[O-]	-5.676
101977440	CCC1=CN2C=CC=C2C(NCCN2C=C(C3CC3)N=N2)=N1	-5.685
101977664	CC1=NC(I)=C(N)C(N2CCN(CC3=C(C)OC=N3)CC2)=N1	-5.845
101977888	CC1=C(CN2CCN(C3=CC=NC4=C3C=CN4)CC2)N=CO1	-6.375
101977952	CS(=O)(=O)C1=CC=C(NCC2=NC(Cl)=CC=C2)C([N+](=O)[O-])=C1	-6.059
101977984	NS(=O)(=O)C1=CC(NCC2=NC(Cl)=CC=C2)=CC([N+](=O)[O-])=C1	-6.036
101978080	CC1CC1C1=NN=C2C=CC(NCC3=NC(Cl)=CC=C3)=NN21	-6.668
101978144	O=S(=O)(NC1CC1)C1=CC=C(NCC2=NC(Cl)=CC=C2)C=C1	-6.343
101978176	NC(=O)C1=CC2=CC=CC=C2N=C1NCC1=NC(Cl)=CC=C1	-7.044
101978272	CC1=NC2=CN=C(NCC3=NC(Cl)=CC=C3)N=C2N1C(C)C	-6.562
101978400	COC1=CC=C(S(N)(=O)=O)C(NCC2=NC(Cl)=CC=C2)=C1F	-5.914
101978720	CC(C)(C)OC(=O)N[C@H]1C[C@H](NC2=CC=NC3=NC=NN23)C1	-5.829
101978784	CC(C)(C)OC(=O)N[C@H]1C[C@H](NC2=NC=NC3=C2NC=C3)C1	-6.550
101979008	CC(C)(C)OC(=O)N[C@H]1C[C@H](NC2=CC=NC3=C2C=CN3)C1	-6.144
101979040	CC(C)(C)OC(=O)N[C@H]1C[C@@H](NC2=CC=C3NN=NC3=N2)C1	-6.022
101979232	CC(C)(C)OC(=O)N[C@H]1C[C@@H](NC2=NC=NC3=CC=NN32)C1	-6.339
101979264	CC(C)(C)OC(=O)N[C@H]1C[C@@H](NC2=NC=C3NN=CC3=N2)C1	-5.834
101979392	CC(C)(C)OC(=O)N[C@H]1C[C@@H](NC2=CC3=NC=NN3C=C2)C1	-5.907
101979488	CC1=CC=C2OC(NC(C(N)=O)C3=CC=C(Cl)C=C3)=NC2=C1	-6.929
101979520	CCOC1=CC(NC(C(N)=O)C2=CC=C(Cl)C=C2)=NC(C)=N1	-6.297
101979552	NC(=O)C(NC1=NC=C2C=CC=NC2=N1)C1=CC=C(Cl)C=C1	-6.851
101979584	CCOC(=O)C1=CN=C(NC(C(N)=O)C2=CC=C(Cl)C=C2)O1	-6.455
101979616	CS(=O)(=O)C1=CC=C(NC(C(N)=O)C2=CC=C(Cl)C=C2)N=N1	-6.610
101979680	CSC1=NC(C)=C(I)C(NC(C(N)=O)C2=CC=C(Cl)C=C2)=N1	-6.301
101979776	CC1(C)NC(=O)N(CCCNC2=NN3C=CN=C3C=C2)C1=O	-7.152
101979968	CC1(C)NC(=O)N(CCCNC2=NC=CN3C=CC=C23)C1=O	-7.073
101980064	CC1(C)NC(=O)N(CCCNC2=NC=CC3=C2C=NN3)C1=O	-7.228
101980128	CC1(C)NC(=O)N(CCCNC2=NN=CC3=C2C=CO3)C1=O	-7.099
101980192	COC(=O)C1=CC(NCCC2=CC=C(C)S2)=CC=C1[N+](=O)[O-]	-5.480
101980256	CC1=CC=C(CCNC2=CC3=NN=C(C(C)(C)C)N3C=N2)S1	-5.950
101980480	COC(=O)C1=CN2N=C(NCCC3=CC=C(C)S3)N=C2C=C1	-6.388
101980512	CC1=CC=C(CCNC2=C(C(=O)O)C=C3C=NN(C)C3=N2)S1	-5.455
101980672	CS(=O)(=O)C1=C(CNC2=NC=C([N+](=O)[O-])C=C2C#N)C=CS1	-5.404
101980704	CC1=C(F)C(NCC2=C(S(C)(=O)=O)SC=C2)=NC(C(C)C)=N1	-5.938
101980736	CC(O)CNC1=CC(NCC2=C(S(C)(=O)=O)SC=C2)=NC=N1	-5.380
101980768	CC1=CSC2=NC(C)=NC(NCC3=C(S(C)(=O)=O)SC=C3)=C12	-5.540
101980800	CS(=O)(=O)C1=C(CNC2=CC(Cl)=C(F)C=C2[N+](=O)[O-])C=CS1	-5.653
101980832	COCC1=CC(C#N)=CC=C1NCC1=C(S(C)(=O)=O)SC=C1	-4.954
101980864	CCOCC1=NC(Cl)=CC(NCC2=C(S(C)(=O)=O)SC=C2)=N1	-4.972
101980896	CS(=O)(=O)C1=C(CNC2=NC=C3CCCCCC3=N2)C=CS1	-6.134
101980928	CS(=O)(=O)C1=C(CNC2=NC=C(C(F)(F)F)C=C2F)C=CS1	-6.708
101980960	CS(=O)(=O)C1=C(CNC2=CC=C3C(O)=NC=NC3=N2)C=CS1	-6.507
101980992	CS(=O)(=O)C1=C(CNC2=NC=C(Br)C3=NC=CC=C23)C=CS1	-5.829
101981024	CS(=O)(=O)C1=C(CNC2=NC=CC(C3=CC=CO3)=N2)C=CS1	-5.800
101981056	CCS(=O)(=O)C1=CC=C(NCC2=C(S(C)(=O)=O)SC=C2)N=C1	-5.570
101981088	CS(=O)(=O)C1=CC=C(NCC2=C(S(C)(=O)=O)SC=C2)N=C1Br	-5.660
101981120	CS(=O)(=O)C1=C(CNC2=NC(C(F)F)=C(C(=O)O)O2)C=CS1	-6.576
101981152	CC1=NOC2=NC(NCC3=C(S(C)(=O)=O)SC=C3)=NC(N)=C12	-6.275
101981184	CC1=NC(Cl)=C([N+](=O)[O-])C(NCC2=C(S(C)(=O)=O)SC=C2)=N1	-5.446
101981216	COC(=O)C1=CC(F)=NC(NCC2=C(S(C)(=O)=O)SC=C2)=C1	-5.467
101981248	CS(=O)(=O)C1=C(CNC2=CC=C([N+](=O)[O-])C(N)=C2Br)C=CS1	-5.693
101981280	CC1=CC([N+](=O)[O-])=C(O)C=C1NCC1=C(S(C)(=O)=O)SC=C1	-5.657
101981312	CC1=NC(NCC2=C(S(C)(=O)=O)SC=C2)=NC(NC2CC2)=N1	-5.897
101981344	CS(=O)(=O)C1=C(CNC2=CC(Cl)=NC3=C(Br)C=NN23)C=CS1	-5.658
101981504	CC(C)(CCNC1=NC=CC(C2=CN=CC=N2)=N1)C(F)(F)F	-6.551
101981600	CC1=CC=CN2C(=O)C=C(NCCC(C)(C)C(F)(F)F)N=C12	-5.828
101981728	COC1=CN=C2C(=C1)N=CN=C2NCCC(C)(C)C(F)(F)F	-6.522
101981760	CC(C)(CCNC1=CC(N2C=C(N)C=N2)=CC=N1)C(F)(F)F	-6.044
101981856	NC1=NC(Cl)=CC(NCCC2=NN(C3=CC=CC=C3)N=C2)=N1	-6.669
101981920	CC1=CC(NCCC2=NN(C3=CC=CC=C3)N=C2)=NC=C1Cl	-6.360
101981952	CC1=NC=NC(NCCC2=NN(C3=CC=CC=C3)N=C2)=C1C	-6.357
101981984	NC(=O)C1=NN=C(NCCC2=NN(C3=CC=CC=C3)N=C2)S1	-6.580
101982016	CNC1=CC=NC(NCCC2=NN(C3=CC=CC=C3)N=C2)=N1	-6.465
101982048	C#CC1=NC=C(NCCC2=NN(C3=CC=CC=C3)N=C2)N=C1	-6.258
101982080	FC1=CC(Br)=CC(NCCC2=NN(C3=CC=CC=C3)N=C2)=N1	-6.500
101982112	FC1=CN=CC(F)=C1NCCC1=NN(C2=CC=CC=C2)N=C1	-6.212
101982240	COC1=CC=C(OC2=NC(NCCC(F)F)=NC=C2F)C=C1	-5.898
101982304	CNC(=O)C1=CC([N+](=O)[O-])=CC=C1NCC1=NC=CC=C1Br	-6.120
101982336	CC1=NN(C2=CC(NCC3=NC=CC=C3Br)=NC=N2)C(N)=C1	-6.557
101982400	COC(=O)C1=CC=C([N+](=O)[O-])C=C1NCC1=NC=CC=C1Br	-5.004
101982432	CN1N=C(C(F)(F)F)C([N+](=O)[O-])=C1NCC1=NC=CC=C1Br	-6.657
101982464	COC(=O)C1=CC=C2N=C(NCC3=NC=CC=C3Br)NC2=C1	-6.257
101982528	CC1=C(NCC2=NC=CC=C2Br)C2=NON=C2C([N+](=O)[O-])=C1	-6.115
101982560	COC(=O)C1=CN=C(NCC2=NC=CC=C2Br)C2=CN=CN12	-6.075
101982656	O=C(O)C1=CC(NCC2=NC=CC=C2Br)=NC2=NC=CC=C12	-6.615
101982816	CC1=CC(NCC2=CC(OC(F)(F)F)=CC=C2)=NC(CO)=N1	-6.158
101982848	FC(F)(F)OC1=CC=CC(CNC2=NC=CN3C=CN=C23)=C1	-6.867
101982880	CN1C(=O)NC(=O)C=C1NCC1=CC(OC(F)(F)F)=CC=C1	-6.739
101982912	FC(F)(F)OC1=CC=CC(CNC2=CN=CC3=NC=CN23)=C1	-6.343
101982976	N#CCC1=NC=NC(NCC2=CC(OC(F)(F)F)=CC=C2)=C1	-5.949
101983072	CC1=CC(NCC2=CC(OC(F)(F)F)=CC=C2)=C(CO)C=N1	-6.141
101983104	O=C(O)C1=CC(NCC2=CC(OC(F)(F)F)=CC=C2)=CC=N1	-6.150
101983136	CN(C)C(=O)C1=CC=CN=C1NCC1OCC2=CC=CC=C21	-6.684
101983168	CN(C)C(=O)C1=CC=NC(NCC2OCC3=CC=CC=C32)=C1	-6.696
101983360	C=C(OCC)C1=CN=C(NCC2OCC3=CC=CC=C32)C=N1	-6.302
101983392	CCN(CC)C1=CC=NC(NCC2OCC3=CC=CC=C32)=N1	-6.241
101983520	CC1=CN=NC(NCC2OCC3=CC=CC=C32)=C1C(F)(F)F	-6.553
101983584	N#CC1=CC(NCC2OCC3=CC=CC=C32)=NC=C1[N+](=O)[O-]	-5.920
101983616	N#CC1=CC=C(NCC2OCC3=CC=CC=C32)C(C(=O)O)=C1	-5.958
101983712	CC(=O)NC1=CC(NCC2OCC3=CC=CC=C32)=C(Cl)C=N1	-6.286
101983744	CC1=CC(NCC2OCC3=CC=CC=C32)=NC2=NN(C)C=C12	-6.760
101983808	CC1=CC(C#N)=C(NCC2OCC3=CC=CC=C32)C=C1C#N	-5.711
101983936	CC(C)(CNC1=NC2=CC=CC=C2N=C1N)C1=CCOCC1	-7.178
101984224	CC1=C2N=C(Cl)C=C(NCC(C)(C)C3=CCOCC3)N2N=C1	-6.398
101984320	CSC1=NC2=NC(NCC(C)(C)C3=CCOCC3)=NC=C2N1	-5.836
101984512	CC(C)(CNC1=CC=NC(N2C=CN=C2)=N1)C1=CCOCC1	-6.150
101984672	CC1=C2C=NC(NCC(C)(C)C3=CCOCC3)=NC2=NN1C	-5.983
101984832	CC(C)C1(O)CCN(C2=C(C#N)C=NC3=CC=CC=C32)CC1	-5.634
101984864	CC(C)C1(O)CCN(C2=CC=CC(C3=CC=CC=N3)=N2)CC1	-6.552
101984960	CC1=CC(N2CCC(O)(C(C)C)CC2)=C2C=CC(O)=CC2=N1	-6.100
101984992	CC1=NC2=C(C#N)C=NN2C(N2CCC(O)(C(C)C)CC2)=C1	-6.038
101985056	CC(C)C1(O)CCN(C2=C3C=CC(=O)N(C)C3=NC=N2)CC1	-5.935
101985664	O=[N+]([O-])C1=CC=C2NC(N3C4CC5CC(C4)CC3C5)=NC2=C1	-6.691
101986304	CC1=CC(CC(C)NC2=NC(C(F)(F)F)=NC(N)=C2)=CC=C1	-6.619
101986560	CC1=CC(CC(C)NC2=CC=NC3=C2CN(C)C3=O)=CC=C1	-6.332
101986784	COC1=CC=CC(C2CCCN2C2=C(F)C(CO)=CC=N2)=C1	-5.389
101986912	COC1=CC=CC(C2CCCN2C2=NC=C3C=NNC3=N2)=C1	-6.752
101987040	CC(NC1=CN=CC(OCC2=CC=CC=C2)=N1)C1=NOC=C1	-6.193
101987072	CCOC(=O)C1=CN=C2C=CC(NC(C)C3=NOC=C3)=NN12	-5.600
101987168	CC(NC1=NC(CNC(=O)OC(C)(C)C)=NS1)C1=NOC=C1	-5.638
101987200	NC1=C(Cl)N=CN=C1N1CC2=CC=CC=C2C(C(F)(F)F)C1	-7.496
101987232	O=C1C=C(N2CC3=CC=CC=C3C(C(F)(F)F)C2)NC(=O)N1	-6.606
101987296	NC1=NC(O)=CC(N2CC3=CC=CC=C3C(C(F)(F)F)C2)=N1	-7.112
101987328	NC1=C(I)N=CN=C1N1CC2=CC=CC=C2C(C(F)(F)F)C1	-6.444
101987520	CCC1CN(C)CCN(C2=NC(C3CC3)=NC3=C2C=CN3)C1	-6.302
101987776	NC1=NC(NC2CCOC3=CC=CC=C3C2)=NC2=C1C=NN2	-7.675
101987808	CC1=NOC2=NC=NC(NC3CCOC4=CC=CC=C4C3)=C12	-6.664
101987840	CN1C(=O)C=C(NC2CCOC3=CC=CC=C3C2)N(C)C1=O	-6.228
101987872	O=[N+]([O-])C1=C(F)N=CC=C1NC1CCOC2=CC=CC=C2C1	-6.304
101987904	C1=CC=C2OCCC(NC3=NC=C4C=CC=NC4=N3)CC2=C1	-6.687
101987936	C1=CC=C2OCCC(NC3=NC=NC4=CC=CN=C43)CC2=C1	-6.570
101987968	CCOC(=O)C1=CN=C(NC2CCOC3=CC=CC=C3C2)O1	-6.480
101988000	CC1=C2C(NC3CCOC4=CC=CC=C4C3)=NC=CN2N=C1	-6.383
101988032	NC1=NC(NC2CCOC3=CC=CC=C3C2)=CC(C2CC2)=N1	-7.046
101988064	C1=CC=C2OCCC(NC3=NC=NC4=C3COCC4)CC2=C1	-6.592
101988096	CC1=CC=C2N=C(NC3CCOC4=CC=CC=C4C3)NC2=N1	-7.245
101988160	CS(=N)(=O)C1=CN=CC(NC2CCOC3=CC=CC=C3C2)=N1	-6.720
101988224	FC(F)OC1=CC=CC(NC2CCOC3=CC=CC=C3C2)=N1	-7.331
101988320	O=[N+]([O-])C1=C(NC2CCOC3=CC=CC=C3C2)C=C(O)N=C1	-7.208
101988544	COC(=O)C1=CC=C(N[C@H](C)COC(C)(C)C)N2N=CN=C12	-5.579
101988800	CCN1C(=O)C(NCC(CO)CC(C)C)=NC2=CC=CC=C21	-6.813
101988928	COC(=O)C1=NC(NCC(CO)CC(C)C)=C2SC=CC2=N1	-5.364
101989056	CC(C)CC(CO)CNC1=NC(C2=CC(F)=CC=C2)=CC=N1	-6.435
101989120	CC(C)CC(CO)CNC1=CC=C(C2=CNN=C2)C=C1C#N	-5.749
101989184	CC(C)CC(CO)CNC1=CC(Cl)=NC2=C([N+](=O)[O-])C=NN12	-4.931
101989216	NC1=NC=NC(NC2=CC(F)=C(N3CCOCC3)C(F)=C2)=N1	-6.904
101989248	CC1(C(CO)NC2=NC(OC3=CC=C(F)C=C3)=CC=N2)CC1	-6.870
101989408	NC1=NC(N2CC34COCC3(COC4)C2)=NC2=CC=CC=C21	-6.843
101989568	CN1C=NC2=C(N3CC45COCC4(COC5)C3)N=C(N)N=C21	-6.074
101989760	O=C1C=CNC2=C1C=NC(N1CC34COCC3(COC4)C1)=C2	-6.604
101989824	NC(=O)C1=CC=C(N2CCOC(C3=CC=CC=C3)CC2)N=C1	-6.834
101989920	OCC1=CC(N2CCOC(C3=CC=CC=C3)CC2)=NC=C1F	-6.393
101990016	OCCC1=CC=C(N2CCOC(C3=CC=CC=C3)CC2)N=C1	-6.581
101990048	OCC1=CC=C(Cl)C(N2CCOC(C3=CC=CC=C3)CC2)=N1	-6.315
101990080	C1=CC=C(C2CCN(C3=CC=NC4=C3N=CN4)CCO2)C=C1	-6.712
101990240	C1=CC=C(C2CCN(C3=NC=C4C=NNC4=N3)CCO2)C=C1	-6.939
101990272	CC1=CN=C(N2CCOC(C3=CC=CC=C3)CC2)N=C1CO	-6.577
101990560	CC(=O)NC1=CN=CC(N2CCOC3=CC=C(F)C=C3C2)=N1	-6.182
101990624	FC1=CC=C2OCCN(C3=CC(NC4CC4)=NC=N3)CC2=C1	-7.360
101990688	NC1=NC(N2CCOC3=CC=C(F)C=C3C2)=NC(C2CC2)=N1	-6.763
101990720	NS(=O)(=O)C1=CC(N2CCOC3=CC=C(F)C=C3C2)=CC=N1	-6.971
101990816	CC1=NNC2=NC=CC(N3CCOC4=CC=C(F)C=C4C3)=C12	-7.535
101991008	O=C1N=CNC(N2CCOC3=CC=C(F)C=C3C2)=C1[N+](=O)[O-]	-5.597
101991072	N#CC1=C(Br)C=C(N)C=C1N1CCOC2=CC=C(F)C=C2C1	-5.850
101991168	O=[N+]([O-])C1=C(N2CCOC3=CC=C(F)C=C3C2)C=C(O)N=C1	-6.107
101991264	CCC1=CC2=C(NC(C(=O)OC)C3(C)CC3)N=C(C)N=C2S1	-5.386
101991328	COC(=O)C(NC1=C2N=NN(C)C2=NC(SC)=N1)C1(C)CC1	-5.215
101991360	COC(=O)C(NC1=NC=NC2=C(C)C(C)=CC=C12)C1(C)CC1	-5.777
101991744	C=CCO[C@H]1CCN(C2=CC=C3C=CC=C(C(=O)O)C3=N2)C1	-5.697
101991872	FC(F)(F)C1=NC(NCC2=CN=CC=N2)=C2C=CC=CC2=N1	-6.214
101991904	CCC1=CC(NCC2=CN=CC=N2)=NC(C2=CC=NC=C2)=N1	-6.172
101991968	O=[N+]([O-])C1=CC(Cl)=C2N=CN=C(NCC3=CN=CC=N3)C2=C1	-6.026
101992000	ClC1=CC=C2N=C(NCC3=CN=CC=N3)C3=CN=CN3C2=C1	-5.773
101992032	CN(C1=NC=CC(NCC2=CN=CC=N2)=N1)C1CCCCC1	-6.052
101992064	COC(=O)C1=CC(NCC2=CN=CC=N2)=NC2=NC=CC=C12	-6.149
101992096	CC1=CN=C(NCC2=CN=CC=N2)C2=CC=C([N+](=O)[O-])C=C12	-6.322
101992128	COC(=O)C1=CC=C2C(=C1)C=CN=C2NCC1=CN=CC=N1	-6.026
101992160	COC(=O)C1=CC(C)=NC2=C1SC(NCC1=CN=CC=N1)=N2	-5.602
101992192	CCCC1=NC2=NC(OC)=NN2C(NCC2=CN=CC=N2)=C1	-5.692
101992224	CP(C)(=O)C1=CC(NCC2=CN=CC=N2)=NC(C(F)(F)F)=C1	-5.939
101992256	COC(=O)C1=CN=C(NCC2=CN=CC=N2)C=C1C(=O)OC	-5.319
101992320	CNC(=O)C1=CC=NC(NC(CO)C2=CC(F)=CC=C2F)=C1	-6.249
101992352	OCC(NC1=NOC(C2=CC=CS2)=N1)C1=CC(F)=CC=C1F	-6.241
101992416	OCC(NC1=CC(C(F)(F)F)=CN=N1)C1=CC(F)=CC=C1F	-6.571
101992448	OCC(NC1=NC=NC2=NC=CC=C21)C1=CC(F)=CC=C1F	-6.560
101992480	CC1=NC(NC(CO)C2=CC(F)=CC=C2F)=C2C=NNC2=N1	-6.757
101992512	OCC(NC1=CC=C2C=CC=NC2=N1)C1=CC(F)=CC=C1F	-6.526
101992608	CC(C)C1=NC(O)=CC(NC(CO)C2=CC(F)=CC=C2F)=N1	-6.393
101992640	OCC(NC1=NC=CN2C=C(Cl)C=C12)C1=CC(F)=CC=C1F	-6.254
101992672	OCC(NC1=CC=C2C(I)=NNC2=N1)C1=CC(F)=CC=C1F	-6.369
101992704	CC1=NSC2=NC=NC(NC(CO)C3=CC(F)=CC=C3F)=C12	-5.926
101992736	CC1=CN=C(NC(CO)C2=CC(F)=CC=C2F)C=C1C(=O)O	-6.574
101992800	CNC1=NC(NC(CO)C2=CC(F)=CC=C2F)=NC(OC)=N1	-6.430
101992832	COC(=O)C1=CC=C(NC(CO)C2=CC(F)=CC=C2F)C=C1	-5.901
101992864	CC(C)C1=NC(N[C@H]2C[C@@H]2C2=CC=CC=C2)=NC(N(C)C)=N1	-6.211
101992896	FC(F)C1=NC2=NC=NN2C(N[C@H]2C[C@@H]2C2=CC=CC=C2)=C1	-6.603
101992928	COC(=O)CC1=CC=NC(N[C@H]2C[C@@H]2C2=CC=CC=C2)=C1F	-5.636
101992960	CSC1=NC(N[C@H]2C[C@@H]2C2=CC=CC=C2)=C2N=CN(C)C2=N1	-6.026
101993024	O=S(=O)(C1=CC=C(N[C@H]2C[C@@H]2C2=CC=CC=C2)N=N1)C(F)F	-6.847
101993056	CC1=CC(N[C@H]2CCOC2)=NC(C2=CC=C([N+](=O)[O-])C=C2)=N1	-6.680
101993152	COC1=CC=C(OC2=NC(N[C@H]3CCOC3)=NC=C2F)C=C1	-6.058
101993216	FC(F)C1=NN=C2C=CC(N[C@@H]3C[C@H]3C3=CC=CC=C3)=NN21	-6.349
101993376	CC(C)N1N=CC2=C(N[C@@H]3C[C@H]3C3=CC=CC=C3)N=CN=C21	-6.529
101993792	CC(C)(C#N)CCNC1=CC=C(S(N)(=O)=O)C2=CC=CN=C12	-6.516
101993856	CC1=NN=C2C3=CC=CC=C3C(NCCC(C)(C)C#N)=NN12	-6.221
101993952	COC(=O)C1=CN=CC2=C(NCCC(C)(C)C#N)N=CC=C12	-6.055
101994144	COC(=O)C1=C(NCCC(C)(C)C#N)N2C=CC=C(F)C2=N1	-5.351
101994176	O=C1N=C(NCC2=NN(CC(F)(F)F)C=C2)NC2=C1C=NN2	-6.923
101994208	FC(F)(F)CN1C=CC(CNC2=C3C=C(Cl)NC3=NC=N2)=N1	-6.273
101994240	CSC1=NC=C(C#N)C(NCC2=NN(CC(F)(F)F)C=C2)=N1	-5.777
101994272	O=[N+]([O-])C1=CN=CC(I)=C1NCC1=NN(CC(F)(F)F)C=C1	-6.243
101994304	N#CC1=CC=C(NCC2=NN(CC(F)(F)F)C=C2)C(CO)=C1	-5.941
101994336	CCNC1=CC(C)=NC(NCC2=NN(CC(F)(F)F)C=C2)=N1	-5.650
101994368	NC1=NC(NCC2=NN(CC(F)(F)F)C=C2)=CC=C1[N+](=O)[O-]	-6.454
101994432	FC1=NC(NCC2=NN(CC(F)(F)F)C=C2)=C2N=CNC2=N1	-6.890
101994464	CN1N=CC2=CC=C(NCC3=NN(CC(F)(F)F)C=C3)N=C21	-6.091
101994528	CS(=O)(=O)C1=CN=C(NCC2=NN(CC(F)(F)F)C=C2)N=C1	-6.092
101994560	FC(F)(F)CN1C=CC(CNC2=C3NC=C(Br)C3=NC=N2)=N1	-6.147
101994592	O=C(O)C1=C(I)C=CN=C1NCC1=NN(CC(F)(F)F)C=C1	-5.726
101994624	CC(=O)C1=CC(NCC2=NN(CC(F)(F)F)C=C2)=CC(Cl)=N1	-5.932
101994656	FC(F)(F)CN1C=CC(CNC2=NN3C=C(Br)C=C3C=N2)=N1	-6.005
101994688	FC(F)(F)CN1C=CC(CNC2=CC(Cl)=NC3=CC=NN32)=N1	-6.289
101994976	CC1(C)CN(CCNC2=NC(Cl)=CN=C2)C2=CC=CC=C2O1	-6.323
101995008	CC1=NC=CN=C1NCCN1CC(C)(C)OC2=CC=CC=C21	-6.497
101995040	CC1=CN=C(NCCN2CC(C)(C)OC3=CC=CC=C32)C=N1	-6.493
101995072	CC1(C)CN(CCNC2=NC=C(C#N)S2)C2=CC=CC=C2O1	-5.513
101995648	CC1=NN=C2C(N)=CC(N3CCCC(C4CCCC4)C3)=NN12	-6.478
101995904	CC1=NC(N2CCN(C3=C(N)C(N(C)C)=NC=N3)CC2)=NO1	-5.768
101995968	CC1=NC(N2CCN(C3=NC(C)=C(S(N)(=O)=O)S3)CC2)=NO1	-5.910
101996448	CC1=NC(N2CCN(C3=CC=C([N+](=O)[O-])C(O)=C3)CC2)=NO1	-6.251
101996480	CC1=NC(N2CCN(C3=NC4=C(C=C3Br)NN=N4)CC2)=NO1	-6.586
101996512	CC1=NC(N2CCN(C3=NC4=C(NC=C4)C(=O)N3)CC2)=NO1	-6.711
101997504	COC[C@@H]1CN(C2=CC=CC(C3=CNN=C3)=N2)C[C@@H]1COC	-5.586
101997632	COC[C@@H]1CN(C2=CC=CC(C3=NC=CN3)=N2)C[C@@H]1COC	-5.553
