compound_id	smiles	score_kcal_mol
101432384	N#CC1=CC2=NN=C(NCC3=NC4=CN=CC=C4S3)N2C=C1	-6.088
101432448	CC(C)(C)C1=CC(NCC2=NC3=CN=CC=C3S2)=NC(N)=N1	-6.405
101432480	COC(=O)C1=CC(NCC2=NC3=CN=CC=C3S2)=C(N)N=N1	-5.724
101432512	N#CC1=CC(C(=O)O)=CC=C1NCC1=NC2=CN=CC=C2S1	-5.733
101432608	O=[N+]([O-])C1=CC=C(NCC2=NC3=CN=CC=C3S2)C=C1CO	-6.110
101432640	COC(=O)C1=CN=CC(F)=C1NCC1=NC2=CN=CC=C2S1	-5.733
101432672	CN1N=CC=C1C1=CN=C(NCC2=NC3=CN=CC=C3S2)O1	-6.270
101432992	BrC1=CN=C(C2CCCN(C3=NC4=CC=CC=C4N3)C2)N=C1	-6.571
101433312	OCC1=NC(Cl)=CC(N2CCCC(C3=NC=C(Br)C=N3)C2)=N1	-6.160
101433344	CCOC(=O)CC1=CSC(CNC2=NC3=CC=CC=C3S2)=N1	-6.148
101433376	CCOC(=O)CC1=CSC(CNC2=NC(C)=CC=C2C#N)=N1	-5.378
101433408	CCOC(=O)CC1=CSC(CNC2=NN=C(C(C)(C)C)S2)=N1	-5.791
101433440	CCOC(=O)CC1=CSC(CNC2=NC(C(F)(F)F)=NS2)=N1	-6.043
101433472	CCOC(=O)CC1=CSC(CNC2=NC3=CC=NN3C=C2)=N1	-5.953
101433504	CCOC(=O)CC1=CSC(CNC2=NC=CC(Br)=C2OC)=N1	-5.404
101433536	CCOC(=O)CC1=CSC(CNC2=NC=NC(Cl)=C2CO)=N1	-5.994
101433600	CCOC(=O)CC1=CSC(CNC2=NC=CC(C3CC3)=N2)=N1	-5.637
101433632	CCOC(=O)CC1=CSC(CNC2=NC(C(=O)OC)=CO2)=N1	-5.372
101433696	CCOC(=O)CC1=CSC(CNC2=C(Br)C=C(F)C(N)=N2)=N1	-6.017
101433728	CCOC(=O)CC1=CSC(CNC2=C(C)C(CO)=NC=C2)=N1	-5.794
101433760	CCOC(=O)CC1=CSC(CNC2=C(C#N)N=CC=C2I)=N1	-5.110
101433792	CCOC(=O)CC1=CSC(CNC2=CC(C#N)=CC(Cl)=C2)=N1	-5.336
101433888	CNC(=O)NC1CCCN(C2=C3C=CC=C(C)C3=NC=C2)C1	-6.325
101434048	CNC(=O)NC1CCCN(C2=C3C(C)=NOC3=NC(C)=C2)C1	-6.190
101434080	CNC(=O)NC1CCCN(C2=C3SC=C(C)C3=NC(C)=N2)C1	-6.579
101434176	CNC(=O)NC1CCCN(C2=NC=CC3=NC(C)=CC=C32)C1	-6.534
101434336	CNC(=O)NC1CCCN(C2=C3NC(=O)N(C)C3=NC=N2)C1	-6.685
101434368	CNC(=O)NC1CCCN(C2=C3C=CC=C(N)C3=NC=C2)C1	-6.462
101434400	CNC(=O)NC1CCCN(C2=NC3=CC=NN3C=C2OC)C1	-6.002
101434432	CNC(=O)NC1CCCN(C2=C3OC(CO)=CC3=CC=N2)C1	-6.346
101434496	CNC(=O)NC1CCCN(C2=NC3=CC=C(N)C=C3C=C2)C1	-6.620
101434528	CNC(=O)NC1CCCN(C2=CC=C3N=CN=C(N)C3=N2)C1	-7.311
101434656	CNC(=O)NC1CCCN(C2=CC=C3N=CC=C(Br)C3=N2)C1	-6.389
101434688	CC1=CC(C)=C(C#N)C(NCCC2=NC(C(C)C)=NN2C)=N1	-5.858
101434720	CCC1=NC(Cl)=C(C)C(NCCC2=NC(C(C)C)=NN2C)=N1	-5.775
101434752	CC1=NN2C=CN=C(NCCC3=NC(C(C)C)=NN3C)C2=C1	-5.671
101434784	CC(C)C1=NN(C)C(CCNC2=CC=CC(Br)=C2[N+](=O)[O-])=N1	-5.851
101434816	CC(C)C1=NN(C)C(CCNC2=NC3=C(O2)C(F)=CC=C3)=N1	-6.897
101434848	CC(C)C1=NN(C)C(CCNC2=NC=NC3=CC=CN=C32)=N1	-6.233
101434880	CC(C)C1=NN(C)C(CCNC2=NC(Cl)=CC=C2C(=O)O)=N1	-5.817
101434912	CC(C)C1=NN(C)C(CCNC2=NC=CN=C2C(F)(F)F)=N1	-6.053
101434944	CC(C)C1=NN(C)C(CCNC2=C3N=NN(C)C3=CC=N2)=N1	-5.889
101434976	CC(C)C1=NN(C)C(CCNC2=NN=C3C(I)=CNC3=C2)=N1	-6.444
101435008	C#CCOC1=NC(NCCC2=NC(C(C)C)=NN2C)=CN=C1	-5.657
101435040	CC(C)C1=NN(C)C(CCNC2=NN3C=NN=C3C(N)=C2)=N1	-6.433
101435072	CC1=CC=C2C(NCCC3=NC(C(C)C)=NN3C)=NC=NN12	-6.260
101435104	CC1CC2=C(C=NN2)CN(C2=NC3=CC=CC=C3N=C2Cl)C1	-6.347
101435168	COC1=CC=C([N+](=O)[O-])C(N2CC3=C(CC(C)C2)NN=C3)=N1	-5.975
101435200	CC1CC2=C(C=NN2)CN(C2=CC=NC3=CC(Br)=CN=C32)C1	-6.645
101435232	CC1=CC=C2C(N3CC4=C(CC(C)C3)NN=C4)=CC=NC2=N1	-6.852
101435264	COC(=O)C1=NC(Cl)=CC(N2CC3=C(CC(C)C2)NN=C3)=N1	-6.006
101435296	CC1CC2=C(C=NN2)CN(C2=NC3=CC=C(Cl)C=C3N=C2)C1	-6.593
101435328	CCOCC1=NC(C)=CC(N2CC3=C(CC(C)C2)NN=C3)=N1	-5.732
101435360	COC(=O)C1=C(C)N=CN=C1N1CC2=C(CC(C)C1)NN=C2	-6.167
101435456	CC1=CC=C2C(=N1)C=CN=C2N1CC2=C(CC(C)C1)NN=C2	-7.001
101435488	CC1=CC(N2CC3=C(CC(C)C2)NN=C3)=C([N+](=O)[O-])C=C1F	-6.612
101435520	CC1CC2=C(C=NN2)CN(C2=NC(Cl)=NC3=C2CC(=O)N3)C1	-6.592
101435552	CCS(=O)(=O)C1=CC=C(N2CC3=C(CC(C)C2)NN=C3)N=C1	-6.701
101435584	CNS(=O)(=O)C1=CN=C(N2CC3=C(CC(C)C2)NN=C3)N=C1	-6.463
101435616	CC1=CC([N+](=O)[O-])=CC(F)=C1N1CC2=C(CC(C)C1)NN=C2	-5.866
101435648	CC1CC2=C(C=NN2)CN(C2=CC=NC3=C2C=CC(=O)N3)C1	-6.861
101435680	CC1CC2=C(C=NN2)CN(C2=C3C(=NC=N2)C(Br)=NN3C)C1	-6.076
101435744	CC1CC2=C(C=NN2)CN(C2=CC=C(C(=O)O)C=C2C#N)C1	-5.854
101435776	CC1CC2=C(C=NN2)CN(C2=CC=CC(C3=CNN=C3)=N2)C1	-6.608
101435808	CC1CC2=C(C=NN2)CN(C2=CC=C(C#N)C=C2C2CC2)C1	-5.968
101435840	CNS(=O)(=O)C1=CC=C(N2CC3=C(CC(C)C2)NN=C3)N=C1	-6.529
101435872	COC(=O)C1=CN=CC(F)=C1N1CC2=C(CC(C)C1)NN=C2	-5.860
101436128	CCC(=O)NC1CCN(C2=C3C(C)=NN(C)C3=NC=C2)CC1	-6.190
101436160	CCC(=O)NC1CCN(C2=NC=C(C#N)C3=C2SC=C3)CC1	-5.540
101436416	CCC(=O)NC1CCN(C2=C(C)C(C)=NC3=CC=NN32)CC1	-5.894
101436512	CCC(=O)NC1CCN(C2=NC3=CC(C)=CC(C)=C3S2)CC1	-6.068
101436608	CCC(=O)NC1CCN(C2=NC3=C(Cl)N=CC=C3N2C)CC1	-6.065
101436640	CCC(=O)NC1CCN(C2=NC3=CC=CC=C3C=C2I)CC1	-6.334
101436832	C=CCC1(O)CN(C2=NC(C3=CC=CC=N3)=NC(CC)=C2)C1	-5.959
101436960	C=CCC1(O)CN(C2=CC(CCC)=NC3=NC(OC)=NN23)C1	-5.392
101437376	CC1CN(C2=NC3=CC(Br)=CN=C3N2)CCN1C1CCCC1	-6.387
101437632	CC1CN(C2=CC=C3C(I)=NNC3=N2)CCN1C1CCCC1	-6.270
101437696	CC1CN(C2=NC(Cl)=CC3=C2N=NN3)CCN1C1CCCC1	-6.354
101438048	CN(CC1=NC=C(Br)C=N1)C1=CC=C([N+](=O)[O-])C(C(N)=O)=C1	-5.762
101438368	CN(CC1=NC=C(Br)C=N1)C1=NC=C(C(F)(F)F)C=C1CO	-6.417
101438400	CN(CC1=NC=C(Br)C=N1)C1=C2C=NNC2=CC=C1[N+](=O)[O-]	-5.733
101438912	CC(C)C1=NC2=NC=NN2C(NCC2=CN=C3CCCN23)=C1	-6.059
101438944	CC(C)NC(=O)C1=CC=C(NCC2=CN=C3CCCN23)N=N1	-6.683
101438976	CC(C)C1=NC(NCC2=CN=C3CCCN23)=NC(N(C)C)=N1	-6.144
101439040	NC(=O)C1=CC=CC([N+](=O)[O-])=C1NCC1=CN=C2CCCN12	-6.755
101439072	BrC1=CC=C(C2=NOC(NCC3=CN=C4CCCN34)=N2)C=C1	-6.744
101439104	CN1N=C(Br)C2=NC(Cl)=NC(NCC3=CN=C4CCCN34)=C21	-6.744
101439136	O=[N+]([O-])C1=CC=C(NCC2=CN=C3CCCN23)C2=NSN=C12	-6.099
101439168	CN(C)C1=NC2=NC=NC(NCC3=CN=C4CCCN34)=C2S1	-5.808
101439200	FC(F)C1=NC2=C(NCC3=CN=C4CCCN34)N=CN=C2N1	-6.318
101439232	NC(=O)C1=CC=C2SC(NCC3=CN=C4CCCN34)=NC2=C1	-7.081
101439264	COC1=CN=C(C(F)(F)F)N=C1NCC1=CN=C2CCCN12	-6.000
101439296	CCN1C(NCC2=CN=C3CCCN23)=NC2=C(N)N=CN=C21	-6.414
101439328	CN1C=C(I)C2=C(NCC3=CN=C4CCCN34)N=C(Cl)N=C21	-5.955
101439360	O=[N+]([O-])C1=NNC2=C(NCC3=CN=C4CCCN34)N=CC=C12	-6.180
101439392	C1=CN=CC(C2=NC(NCC3=CN=C4CCCN34)=CC=C2)=C1	-6.794
101439424	O=[N+]([O-])C1=C(NCC2=CN=C3CCCN23)C(CO)=CC(Br)=C1	-6.417
101439456	O=[N+]([O-])C1=CC=C(NCC2=CN=C3CCCN23)C=C1C(F)F	-6.069
101439488	CC1=C(C2=CC=NC=C2)OC(NCC2=CN=C3CCCN23)=N1	-7.141
101439520	O=C1CC2(CCN(C3=NC(C4=CC=CC=C4)=CS3)CC2)CN1	-7.285
101439552	N#CC1=C(N2CCC3(CC2)CNC(=O)C3)N=C2C=CC=CN21	-6.350
101439616	O=C1CC2(CCN(C3=CC=NC4=CC(Br)=CN=C43)CC2)CN1	-6.651
101439904	CN1C2=CC(Cl)=CC=C2N=C1N1CCC2(CC1)CNC(=O)C2	-6.462
101439936	CSC1=NC2=NC(N3CCC4(CC3)CNC(=O)C4)=NC=C2N1	-6.350
101439968	COC1=CC=C2N=C(N3CCC4(CC3)CNC(=O)C4)OC2=C1	-6.038
101440064	CN1C(N2CCC3(CC2)CNC(=O)C3)=NC2=CC=CC(Cl)=C21	-6.604
101440096	CC1=CN=C2C(Br)=CN=C(N3CCC4(CC3)CNC(=O)C4)N12	-6.095
101440128	CSC1=NC(N2CCC3(CC2)CNC(=O)C3)=C2N=CNC2=N1	-6.172
101440160	CC1=C(I)N2N=C(N3CCC4(CC3)CNC(=O)C4)C=CC2=N1	-6.268
101440192	O=C1CC2(CCN(C3=CC=C(C4=NN=CO4)C=N3)CC2)CN1	-6.254
101440224	O=C1CC2(CCN(C3=NC4=CC(F)=CC(Br)=C4N3)CC2)CN1	-6.491
101440288	O=C1CC2(CCN(C3=NN4C(Br)=CC=C4C(=O)N3)CC2)CN1	-6.545
101440352	O=C1CC2(CCN(C3=C(F)C(Cl)=NC4=CC=NN43)CC2)CN1	-7.419
101440672	C1=CC=C(NC2CCN(C3=NC=NC4=C3NC=N4)CC2)N=C1	-6.833
101440704	COC1=CC(C)=NC(N2CCC(NC3=CC=CC=N3)CC2)=N1	-6.259
101440736	CNC1=NC(N2CCC(NC3=CC=CC=N3)CC2)=NC=C1Br	-6.534
101440768	CC1=NC(C)=C(Br)C(N2CCC(NC3=CC=CC=N3)CC2)=N1	-5.902
101440800	CC1=CC(C#N)=CC(N2CCC(NC3=CC=CC=N3)CC2)=N1	-6.253
101440832	COC1=C(N)N=CN=C1N1CCC(NC2=CC=CC=N2)CC1	-6.601
101440864	C1=CC=C(NC2CCN(C3=NC=NN4C=CC=C34)CC2)N=C1	-7.313
101440896	CN1C(N2CCC(NC3=CC=CC=N3)CC2)=NC(Cl)=C1C#N	-5.817
101440928	C1=CC=C(NC2CCN(C3=NN=CC4=C3SC=C4)CC2)N=C1	-6.795
101440960	NC1=C(Cl)N=NC(N2CCC(NC3=CC=CC=N3)CC2)=C1Cl	-6.272
101440992	CCC1=C(C)N=CN=C1N1CCC(NC2=CC=CC=N2)CC1	-5.955
101441024	NC1=CC(N2CCC(NC3=CC=CC=N3)CC2)=NC(O)=C1Cl	-6.455
101441056	C1=CC=C(NC2CCN(C3=CN=CC(C4CC4)=N3)CC2)N=C1	-6.362
101441088	OCC1=CN=CC(Br)=C1N1CCC(NC2=CC=CC=N2)CC1	-5.670
101441120	N#CC1=C(N2CCC(NC3=CC=CC=N3)CC2)C(Cl)=NC=C1	-5.923
101442176	CC1=NC(C2CCN(C3=NC(N)=C4C=NN(C)C4=N3)C2)=NO1	-6.266
101442304	CC1=NC(C2CCN(C3=NC(N)=NC(CC(C)C)=C3)C2)=NO1	-6.282
101442528	CC1=NC(C2CCN(C3=CC(Br)=CC4=C3C(=O)NC4)C2)=NO1	-6.314
101442592	CC1=NC(C2CCN(C3=C4C=CC=C(N)C4=NC=C3)C2)=NO1	-6.244
101442720	CC1=NC(C2CCN(C3=CC=C4C(O)=NC=CC4=N3)C2)=NO1	-7.040
101442784	CC1=NC(C2CCN(C3=C4NC(C)=C(Br)C4=NC=N3)C2)=NO1	-6.767
101442816	CC1=NC(C2CCN(C3=C([N+](=O)[O-])C(O)=CC(Br)=C3)C2)=NO1	-5.383
101442848	CC1=NC(C2CCN(C3=C(C#N)C=CC4=C3NN=C4)C2)=NO1	-6.126
101442944	CS(=O)(=O)C1CCC(CNC2=NN3C(=O)NN=C3C=C2)CC1	-6.711
101443200	CS(=O)(=O)C1CCC(CNC2=C3C=NNC3=NC(N)=N2)CC1	-6.072
101443232	CS(=O)(=O)C1CCC(CNC2=NC(Cl)=CC3=C2NN=C3)CC1	-7.111
101443264	CC1=CC=C2N=C(NCC3CCC(S(C)(=O)=O)CC3)NC2=N1	-6.449
101443296	CS(=O)(=O)C1CCC(CNC2=NN=C3C=CC(Cl)=CN32)CC1	-6.469
101443328	CC1=NC=C2C(NCC3CCC(S(C)(=O)=O)CC3)=NC=CN21	-6.376
101443360	CC1=CC2=C(OC=C2)C(NCC2CCC(S(C)(=O)=O)CC2)=N1	-6.144
101443648	CSC1CCC(CNC2=NN=NN2CC2=CC=CC=C2)CC1	-6.124
101443744	CSC1CCC(CNC2=CC(=O)N3C=CC=C(C)C3=N2)CC1	-5.931
101443840	CSC1=NC(NCC2CCC(SC)CC2)=C2N=NN(C)C2=N1	-5.523
101444064	CC1=NN(C2=CC=C(NCC3CC4CCC(C3)S4)N=N2)C=C1	-6.670
101444128	C1=CN2C(=NN=C2C2CC2)C(NCC2CC3CCC(C2)S3)=N1	-6.066
101444544	CC(C)N1N=CC2=C(NCC3CC4CCC(C3)S4)N=CN=C21	-5.770
101445472	CN1C2=CC=CC(C(=O)O)=C2N=C1NCC12CCCCC1C2	-6.508
101445504	CC1=CC(C(F)(F)F)=NN1CCNC1=NC2=CC=CC=C2N1	-6.581
101445536	CC1=CC(C(F)(F)F)=NN1CCNC1=NC=CN2C=NN=C12	-6.112
101445568	CC1=CC(C(F)(F)F)=NN1CCNC1=NC=C(C(N)=O)N=C1	-6.437
101445600	CC1=CC(C(F)(F)F)=NN1CCNC1=CC=C(C(C)C)N=N1	-6.183
101445632	CC1=CC(C(F)(F)F)=NN1CCNC1=CC=C(CO)C(Br)=N1	-6.196
101445664	CC1=CC(C(F)(F)F)=NN1CCNC1=CC(=O)NC(=O)N1C	-6.230
101445696	CC1=CC(C(F)(F)F)=NN1CCNC1=NC=C2NC=NC2=N1	-6.692
101445728	CC1=CC(C(F)(F)F)=NN1CCNC1=CC=NC2=C1CCC2	-6.367
101445760	CC1=CC(C(F)(F)F)=NN1CCNC1=NC=C(F)C=C1C#N	-6.302
101445792	CC1=CC(C(F)(F)F)=NN1CCNC1=NC(C(F)(F)F)=CO1	-6.147
101445824	CCCC1=CC(NCCN2N=C(C(F)(F)F)C=C2C)=NC=N1	-6.198
101445856	CC1=CC(C(F)(F)F)=NN1CCNC1=NC(Br)=CC=C1CO	-6.316
101445888	CC1=CC(C(F)(F)F)=NN1CCNC1=CN=C(C#N)C=C1Br	-5.813
101445920	CC1=CC(C(F)(F)F)=NN1CCNC1=NC=C(Br)C(CO)=N1	-6.163
101445984	CN1C(=O)NC(=O)C2=C1N=C(NCCC1CCC3CC13)N2C	-6.601
101446400	CCN1C(=O)NC(=O)C(NCC2OCCC3=C2C=CS3)=C1N	-6.155
101446432	C1=CN(C2=CC=C(NCC3OCCC4=C3C=CS4)N=N2)C=N1	-6.002
101446592	C1=CN=C(OC2CCC2)C(NCC2OCCC3=C2C=CS3)=N1	-5.835
101446624	CC1=NC2=NC(C)=NN2C(NCC2OCCC3=C2C=CS3)=C1	-6.102
101446880	C1=CN(C2=CC=C(NCC3OCCC4=C3C=CS4)N=N2)C=C1	-6.282
101447040	CC1=C(Cl)N=C(N(C)C)N=C1NCC1OCCC2=C1C=CS2	-6.258
101447072	O=C1C=CNC2=CC=C(NCC3OCCC4=C3C=CS4)N=C12	-6.821
101447136	C#CC1=CC(NCC2OCCC3=C2C=CS3)=C(C#N)C=C1F	-6.086
101447168	CC1=NC(NCC2OCCC3=C2C=CS3)=NC(NC2CC2)=N1	-6.480
101447264	O=[N+]([O-])C1=CC=C(NCCC2=CC=C3OCCCOC3=C2)S1	-6.342
101447296	N#CC1=NC(NCCC2=CC=C3OCCCOC3=C2)=CC=N1	-5.969
101447328	NC1=NC=C(NCCC2=CC=C3OCCCOC3=C2)N=C1Cl	-6.467
101447360	NC1=NC(O)=CC(NCCC2=CC=C3OCCCOC3=C2)=N1	-6.981
101447424	NC1=NC=NC(NCCC2=CC=C3OCCCOC3=C2)=C1F	-6.987
101447456	FC1=NC=NC(NCCC2=CC=C3OCCCOC3=C2)=C1F	-6.724
101447520	OC1=NC(NCCC2=CC=C3OCCCOC3=C2)=CC=C1F	-7.012
101447584	CSC1=CN=C(NCCC2=CC=NN2C2=CC=CC=C2)N=C1	-5.793
101447648	CCC1=NC=CN=C1NCCC1=CC=NN1C1=CC=CC=C1	-6.135
101447712	COC1=CC(NCCC2=CC=NN2C2=CC=CC=C2)=CC=N1	-5.907
101447744	C#CC1=NC(NCCC2=CC=NN2C2=CC=CC=C2)=CC=N1	-6.246
101447840	COC1=CC2=NC(NCCOC3CC3)=NC(N)=C2C=C1OC	-5.669
101447872	C1=CC=C(N2C=NC3=C2N=CN=C3NCCOC2CC2)C=C1	-5.813
101447904	COC(=O)CCC1=NN=C2C=CC(NCCOC3CC3)=NN21	-5.071
101447968	C1=CC=C(C2=CC(NCCOC3CC3)=NC3=CC=NN32)C=C1	-6.012
101448064	COC1=NC(NCCC2(C3=CC=CC=C3)CC2)=NC(OC)=N1	-5.146
101448128	CC1=NOC2=NC=NC(NCCC3(C4=CC=CC=C4)CC3)=C12	-5.689
101448160	CN1C(=O)C=C(NCCC2(C3=CC=CC=C3)CC2)N(C)C1=O	-5.844
101448192	COC(=O)C1=CN=C(NCCC2(C3=CC=CC=C3)CC2)C=N1	-6.495
101448288	CN1N=CC2=NC=NC(NCCC3(C4=CC=CC=C4)CC3)=C21	-5.655
101448384	FC1=NC(NCCC2(C3=CC=CC=C3)CC2)=C2N=CNC2=N1	-6.329
101448480	NC1=NN=C2C(NCCC3(C4=CC=CC=C4)CC3)=NC=CN12	-6.059
101448512	COC1=CN=C(C#N)N=C1NCCC1(C2=CC=CC=C2)CC1	-5.541
101448544	NC(=O)C1=CC(O)=CC(NCCC2(C3=CC=CC=C3)CC2)=N1	-6.968
101448640	OC1=NC(NCCC2(C3=CC=CC=C3)CC2)=NC2=C1C=CN2	-6.860
101448672	O=C1NCC2=CC=C(NCCC3(C4=CC=CC=C4)CC3)N=C12	-6.872
101448704	CN(C)S(=O)(=O)CC1=CC=C(CNC2=CC=NC(Cl)=C2)C=C1	-5.856
101448736	CN(C)S(=O)(=O)CC1=CC=C(CNC2=NC(N)=NC=N2)C=C1	-5.968
101448768	CN(C)S(=O)(=O)CC1=CC=C(CNC2=CC(N)=CN=N2)C=C1	-5.943
101448928	N#CC1=NC(N)=CC(NCC2=CC3=CC=CC=C3C(Br)=C2)=N1	-6.385
101448992	CCC1=NC2=NC=NN2C(NCC2CCC(C(F)(F)F)O2)=C1	-6.152
101449152	CC1=NC(NCC2CCC(C(F)(F)F)O2)=NC2=CC=CC=C21	-6.778
101449280	CC1=C2N=C(Cl)C=C(NCC3CCC(C(F)(F)F)O3)N2N=C1	-6.356
101449376	NC1=CC(NCC2CCC(C(F)(F)F)O2)=C2C=CC=CC2=N1	-7.004
101449536	CSC1=NC(NCC2CCC(C(F)(F)F)O2)=C2N=CNC2=N1	-5.981
101449568	CC1=C(NCC2CCC(C(F)(F)F)O2)N2N=CN=C2N=C1Cl	-6.592
101449600	O=C1C=CNC2=CC=C(NCC3CCC(C(F)(F)F)O3)N=C12	-6.696
101449760	O=C1COC2=CC=CC=C2CN1CCNC1=CC=C(Br)C=N1	-6.225
101449792	CC1=NC=CN=C1NCCN1CC2=CC=CC=C2OCC1=O	-6.167
101449824	O=C1COC2=CC=CC=C2CN1CCNC1=NC(Br)=CC=N1	-6.309
101449888	O=C1C=CN=C2SC(NCC3=NC=CC4=C3CCCC4)=NN12	-6.512
101449920	CC1=NC(NCC2=NC=CC3=C2CCCC3)=C2C=CNC2=N1	-6.501
101449984	CC1=NNC2=C(NCC3=NC=CC4=C3CCCC4)N=CN=C12	-6.364
101450016	CCC1=NC(NCC2=NC=CC3=C2CCCC3)=CC(C#N)=N1	-6.178
101450048	CC(C)OC1=CC=NC(NCC2=NC=CC3=C2CCCC3)=N1	-6.424
101450080	CCOC(=O)C1=CN=C(NCC2=NC=CC3=C2CCCC3)S1	-6.153
101450112	CC(C)(O)C1=CC=C(NCC2=NC=CC3=C2CCCC3)N=N1	-6.742
101450144	FC(F)(F)C1=NC=CC(NCC2=NC=CC3=C2CCCC3)=N1	-7.168
101450208	CC1=CC(C#N)=C(NCC2=NC=CC3=C2CCCC3)N=C1C	-6.485
101450240	BrC1=CN=C2C(NCC3=NC=CC4=C3CCCC4)=NC=CN12	-6.409
101450272	BrC1=CN=C2C(NCC3=NC=CC4=C3CCCC4)=NC=NN12	-6.571
101450336	OCCOC1=NC=CN=C1NCC1=NC=CC2=C1CCCC2	-6.431
101450400	OCCC1=CC(NCC2=NC=CC3=C2CCCC3)=NC=C1Br	-6.417
101450464	CC1=CC([N+](=O)[O-])=C(NCC2=NC=CC3=C2CCCC3)C=N1	-6.657
101450528	CN1C=C(CNC2=CC=C(S(C)(=O)=O)C=C2[N+](=O)[O-])C(Br)=N1	-5.869
101450560	CC1=CC(C)=NN1C1=CN=CC(NCC2=CN(C)N=C2Br)=N1	-6.701
101450592	CC1=NC(NCC2=CN(C)N=C2Br)=CC(C2=CC=CC=N2)=N1	-6.186
101450624	COC1=CC2=CC=NC(NCC3=CN(C)N=C3Br)=C2C=C1F	-6.139
101450656	CN1C=C(CNC2=CC=C(NC3=CC=CC=C3)N=N2)C(Br)=N1	-6.436
101450688	CN1C=C(CNC2=NC(C3CCCCC3)=NC(N)=N2)C(Br)=N1	-6.925
101450720	CN1C=C(CNC2=CC(OC3=CC=CC=C3)=NC=N2)C(Br)=N1	-6.011
101450752	CN1C=C(CNC2=CC(C(F)(F)F)=NC(N(C)C)=N2)C(Br)=N1	-6.081
101450784	CN1C=C(CNC2=CC3=C(C=C2[N+](=O)[O-])CCCO3)C(Br)=N1	-5.625
101450880	CN1C=C(CNC2=CC=C(C#N)C=C2C2=CN=CO2)C(Br)=N1	-5.302
101450912	CN1C=C(CNC2=CC=C3C(=O)C(C)(C)CCC3=N2)C(Br)=N1	-6.550
101450944	CN1C=C(CNC2=CC=C(CCC(=O)O)C=C2C#N)C(Br)=N1	-5.784
101451360	C1=CC2=CC(CCNC3=NC=CN4C=NC=C34)=CC=C2N=C1	-6.568
101451424	CN1C=C(NCCC2=CC=C3N=CC=CC3=C2)C(=O)NC1=O	-6.377
101451456	C1=CC2=CC(CCNC3=NC=NC4=C3NC=C4)=CC=C2N=C1	-7.444
101451488	COC1=CC(NCCC2=CC=C3N=CC=CC3=C2)=NC(C)=N1	-6.159
101451552	CN1C=NC(NCCC2=CC=C3N=CC=CC3=C2)=C(Cl)C1=O	-6.358
101451648	C1=CC2=CC(CCNC3=NC=C4C=NNC4=N3)=CC=C2N=C1	-7.163
101451712	N#CC1=CC=C(F)C(CNC2=C3C(F)=CC=CC3=NC=N2)=C1	-6.277
101451744	COC1=CC(NCC2=CC(C#N)=CC=C2F)=CC=C1[N+](=O)[O-]	-6.334
101451776	CCC1=NN(C)C(NCC2=CC(C#N)=CC=C2F)=C1[N+](=O)[O-]	-5.146
101451808	N#CC1=CC=C(F)C(CNC2=CC=C([N+](=O)[O-])C(C#N)=N2)=C1	-5.728
101451872	COCC1=CC(C#N)=CC=C1NCC1=CC(C#N)=CC=C1F	-5.516
101451904	CCC1=CNC2=NC=NC(NCC3=CC(C#N)=CC=C3F)=C12	-5.653
101451936	N#CC1=CC=C(F)C(CNC2=CC(=O)NC3=CN=CC=C23)=C1	-6.127
101452000	N#CC1=CC=C(F)C(CNC2=CN=C3N=CN=C(O)C3=N2)=C1	-6.602
101452032	N#CC1=CC=C(F)C(CNC2=CC(N3CCCC3)=CN=N2)=C1	-6.124
101452128	CC1=CC2=C(N=CN2C)C(NCC2=CC(C#N)=CC=C2F)=N1	-5.862
101452160	CC1=CC(NCC2=CC(C#N)=CC=C2F)=NC(C2(C)CC2)=N1	-6.081
101452192	COC(=O)C1=CN=C(NCC2=CC(C#N)=CC=C2F)C(F)=C1	-6.357
101452256	CC(C)(C)OC1=CN=CC(NCC2=CC(C#N)=CC=C2F)=N1	-5.860
101452288	COC(=O)C1=NC=C(F)C(NCC2=CC(C#N)=CC=C2F)=N1	-5.958
101452320	N#CC1=CC=C(F)C(CNC2=CC(C(F)(F)F)=NNC2=O)=C1	-6.333
101452352	N#CC1=CC=C(F)C(CNC2=CC=C(C(=O)O)C=C2C#N)=C1	-5.748
101452384	N#CC1=CC=C(F)C(CNC2=CC=NC(C3OCCO3)=C2)=C1	-6.042
101452448	CN1N=CC2=C1C(=O)NC(NCC1=CC(C#N)=CC=C1F)=N2	-6.255
101452480	COC(=O)C1=CN=CC(F)=C1NCC1=CC(C#N)=CC=C1F	-5.846
101452512	CN1N=CC=C1C1=CN=C(NCC2=CC(C#N)=CC=C2F)O1	-6.299
101452544	CCN(C(=O)CNC1=NC(C)=NC(Cl)=C1N)C1=CC=CC=C1	-6.209
101452640	CCN(C(=O)CNC1=CC(C#N)=NC(C)=C1)C1=CC=CC=C1	-5.556
101452672	CCN(C(=O)CNC1=CC(C2CC2)=NC=N1)C1=CC=CC=C1	-5.737
101452704	CCN(C(=O)CNC1=NC=C(F)C(NC)=N1)C1=CC=CC=C1	-6.331
101452736	CCN(C(=O)CNC1=NC(NC)=CC(C)=N1)C1=CC=CC=C1	-5.215
101452768	CCN(C(=O)CNC1=CC=C(Br)C(CO)=N1)C1=CC=CC=C1	-6.132
101452800	CCN(C(=O)CNC1=NC=C(C#N)C(N)=N1)C1=CC=CC=C1	-5.925
